,Model,Dataset,AUROC,Accuracy,Train time,Inference time,Trainable params,Shuffling
11,BolT,COBRE X FBIRN,0.7248758278145695,0.6237942122186495,215.51546025276184,0.0013756713683198889,675785,None
12,BolT,COBRE X FBIRN,0.721523178807947,0.639871382636656,211.12375855445865,0.001292952387279253,675785,None
13,BolT,COBRE X FBIRN,0.6962748344370862,0.6430868167202572,214.71823811531067,0.001314377094771701,675785,None
14,BolT,COBRE X FBIRN,0.7591059602649007,0.662379421221865,208.85909032821655,0.0012991006734670166,675785,None
15,BolT,COBRE X FBIRN,0.7401903973509935,0.5209003215434084,212.975172996521,0.0015134221104563623,675785,None
16,BolT,COBRE X FBIRN,0.6808360927152317,0.6205787781350482,213.29184293746948,0.0013546062052441565,675785,None
17,BolT,COBRE X FBIRN,0.769453642384106,0.6495176848874598,215.4477412700653,0.0012745634919194165,675785,None
18,BolT,COBRE X FBIRN,0.7667632450331126,0.6205787781350482,214.11998772621155,0.0027255988964313862,675785,None
19,BolT,COBRE X FBIRN,0.703725165562914,0.6495176848874598,212.6628475189209,0.0012948789013927009,675785,None
20,BolT,COBRE X FBIRN,0.7238410596026491,0.6205787781350482,212.15187191963196,0.0029032912668307876,675785,None
21,BolT,COBRE X FBIRN,0.7494205298013246,0.6495176848874598,217.38670825958252,0.0012733821316930642,675785,None
22,BolT,COBRE X FBIRN,0.7616721854304636,0.5176848874598071,213.0197267532349,0.0013499290613499485,675785,None
23,BolT,COBRE X FBIRN,0.714114238410596,0.6205787781350482,212.78507542610168,0.0013110637664794922,675785,None
24,BolT,COBRE X FBIRN,0.7109271523178808,0.6334405144694534,215.56327772140503,0.001281614088935484,675785,None
25,BolT,COBRE X FBIRN,0.7754552980132452,0.6463022508038585,213.2954502105713,0.0012999692530494028,675785,None
26,BolT,COBRE X FBIRN,0.7317466887417219,0.6302250803858521,211.78468322753903,0.0012996534059285351,675785,None
27,BolT,COBRE X FBIRN,0.7309602649006622,0.6334405144694534,215.36683988571167,0.0014417792439844065,675785,None
28,BolT,COBRE X FBIRN,0.7363824503311258,0.6141479099678456,216.2360348701477,0.0029713432888509375,675785,None
29,BolT,COBRE X FBIRN,0.7270281456953643,0.6430868167202572,213.7993130683899,0.001274606422596039,675785,None
30,BolT,COBRE X FBIRN,0.7094784768211921,0.6302250803858521,212.39497804641724,0.0034463052964287173,675785,None
31,BolT,COBRE X FBIRN,0.7129966887417221,0.6334405144694534,214.3886001110077,0.0013044026120299312,675785,None
32,BolT,COBRE X FBIRN,0.6973509933774834,0.572347266881029,214.2837414741516,0.001324837614102379,675785,None
33,BolT,COBRE X FBIRN,0.6871274834437087,0.6109324758842444,212.01660108566284,0.00129269250336184,675785,None
34,BolT,COBRE X FBIRN,0.7305049668874172,0.662379421221865,213.42975783348083,0.0012690331008273306,675785,None
35,BolT,COBRE X FBIRN,0.776448675496689,0.617363344051447,215.7727057933807,0.0012790206160959324,675785,None
36,BolT,COBRE X FBIRN,0.7559602649006623,0.6495176848874598,211.2857632637024,0.0012940118550487654,675785,None
37,BolT,COBRE X FBIRN,0.7509933774834436,0.6720257234726688,212.3755555152893,0.001994334616461751,675785,None
38,BolT,COBRE X FBIRN,0.7630380794701987,0.6591639871382636,215.71015310287476,0.0013050718706137114,675785,None
39,BolT,COBRE X FBIRN,0.6475165562913907,0.5787781350482315,214.2800590991974,0.0029406877192653643,675785,None
40,BolT,COBRE X FBIRN,0.7647764900662251,0.6463022508038585,211.4381079673767,0.0012672108469285383,675785,None
41,BolT,COBRE X FBIRN,0.7432119205298013,0.6559485530546624,214.49657320976257,0.0028434474368570703,675785,None
42,BolT,COBRE X FBIRN,0.7329884105960266,0.5980707395498392,214.53473281860352,0.0012869060614484685,675785,None
43,BolT,COBRE X FBIRN,0.7331539735099338,0.5401929260450161,213.23677945137024,0.0014421771193623926,675785,None
44,BolT,COBRE X FBIRN,0.7227235099337749,0.6205787781350482,214.8167188167572,0.0012690530329271912,675785,None
45,BolT,COBRE X FBIRN,0.762293046357616,0.5755627009646302,214.81848335266113,0.0014612467725943906,675785,None
46,BolT,COBRE X FBIRN,0.7721854304635761,0.7009646302250804,212.47508215904236,0.0029152390274587553,675785,None
47,BolT,COBRE X FBIRN,0.7585678807947019,0.6527331189710611,214.6959366798401,0.0012833826794884978,675785,None
48,BolT,COBRE X FBIRN,0.7302566225165563,0.6205787781350482,213.64646935462952,0.002732945408468461,675785,None
49,BolT,COBRE X FBIRN,0.7129966887417218,0.6495176848874598,216.81256699562073,0.001335466023043421,675785,None
0,Glacier,BSNIP X FBIRN,0.7565811258278147,0.6881028938906752,48.17440128326416,0.00043730950432191706,869891,None
1,Glacier,BSNIP X FBIRN,0.6986754966887417,0.6463022508038585,54.62967777252197,0.00044761593318828815,869891,None
2,Glacier,BSNIP X FBIRN,0.7575745033112583,0.6688102893890675,83.57644271850586,0.0004360361497885161,869891,None
3,Glacier,BSNIP X FBIRN,0.7287665562913908,0.6270096463022508,60.27700114250183,0.0004344576808034032,869891,None
4,Glacier,BSNIP X FBIRN,0.722930463576159,0.6366559485530546,60.90087556838989,0.0004447311450430818,869891,None
5,Glacier,BSNIP X FBIRN,0.7771937086092715,0.7138263665594855,51.33819580078125,0.00043328322015007977,869891,None
6,Glacier,BSNIP X FBIRN,0.7243377483443708,0.6366559485530546,62.60229706764221,0.0004425110157663033,869891,None
7,Glacier,BSNIP X FBIRN,0.7004139072847683,0.6527331189710611,77.48568844795227,0.0004353707243008629,869891,None
8,Glacier,BSNIP X FBIRN,0.7892384105960263,0.7106109324758842,9962.63342666626,0.06711498794065028,869891,None
9,Glacier,BSNIP X FBIRN,0.7804221854304635,0.7106109324758842,9579.029566764832,0.06845059962134653,869891,None
10,Glacier,BSNIP X FBIRN,0.7516556291390729,0.5176848874598071,8055.612551689148,0.0692954868365714,869891,None
11,Glacier,BSNIP X FBIRN,0.7659768211920529,0.7041800643086816,11108.772621631622,0.06713917171073497,869891,None
12,Glacier,BSNIP X FBIRN,0.7571605960264901,0.6977491961414791,12080.965239048004,0.06725675806738556,869891,None
13,Glacier,BSNIP X FBIRN,0.7320778145695364,0.5241157556270096,8399.67194390297,0.0683716347746527,869891,None
14,Glacier,BSNIP X FBIRN,0.7274420529801324,0.5241157556270096,7640.75009727478,0.06484467346951893,869891,None
15,Glacier,BSNIP X FBIRN,0.7402731788079471,0.6945337620578779,11637.24612569809,0.06355946240317784,869891,None
16,Glacier,BSNIP X FBIRN,0.725662251655629,0.5144694533762058,7541.074695587158,0.06521447678470918,869891,None
17,Glacier,BSNIP X FBIRN,0.7701986754966887,0.662379421221865,11946.278150081636,0.0661379072060539,869891,None
18,Glacier,BSNIP X FBIRN,0.7293460264900662,0.6012861736334405,13603.066618442535,0.0671477785447786,869891,None
19,Glacier,BSNIP X FBIRN,0.7355132450331126,0.6752411575562701,12462.374652147291,0.0657903251157313,869891,None
20,Glacier,BSNIP X FBIRN,0.7466059602649007,0.5401929260450161,8820.929708242416,0.06632756573594269,869891,None
21,Glacier,BSNIP X FBIRN,0.8038493377483443,0.7459807073954984,10973.171165943146,0.06464430603567044,869891,None
22,Glacier,BSNIP X FBIRN,0.8204056291390728,0.7427652733118971,10119.205533504486,0.06174723895033073,869891,None
23,Glacier,BSNIP X FBIRN,0.7464403973509934,0.6752411575562701,14008.905835390093,0.06069877063346446,869891,None
24,Glacier,BSNIP X FBIRN,0.7732201986754966,0.6881028938906752,9695.820320606232,0.05926975483296385,869891,None
25,Glacier,BSNIP X FBIRN,0.7578228476821192,0.6977491961414791,11204.871594429016,0.0590238716824645,869891,None
26,Glacier,BSNIP X FBIRN,0.7829056291390729,0.5787781350482315,9704.91213130951,0.05933722575761114,869891,None
27,Glacier,BSNIP X FBIRN,0.811341059602649,0.7556270096463023,7764.027599811554,0.05952875713826759,869891,None
28,Glacier,BSNIP X FBIRN,0.7834437086092715,0.5176848874598071,7895.378343582153,0.0592764366861325,869891,None
29,Glacier,BSNIP X FBIRN,0.8130380794701987,0.7588424437299035,9276.433126926422,0.05972675111899422,869891,None
30,Glacier,BSNIP X FBIRN,0.7502069536423841,0.6816720257234726,10657.890468358994,0.05953897233944614,869891,None
31,Glacier,BSNIP X FBIRN,0.8007450331125827,0.7009646302250804,8597.100444078445,0.059535758671653234,869891,None
32,Glacier,BSNIP X FBIRN,0.7861341059602649,0.7106109324758842,11029.510669469832,0.05955533659343167,869891,None
33,Glacier,BSNIP X FBIRN,0.7864238410596026,0.572347266881029,7467.56526517868,0.06067910838357122,869891,None
34,Glacier,BSNIP X FBIRN,0.7794288079470199,0.6334405144694534,14926.168370723724,0.059226215460676086,869891,None
35,Glacier,BSNIP X FBIRN,0.7931705298013244,0.6237942122186495,10205.046206474304,0.06095538875297718,869891,None
36,Glacier,BSNIP X FBIRN,0.7618377483443708,0.6559485530546624,9175.437660455704,0.05955238817589076,869891,None
37,Glacier,BSNIP X FBIRN,0.759271523178808,0.5916398713826366,8025.669190406799,0.059182236048952945,869891,None
